project_id,project_name,start_date,end_date,project_manager,team_members,status,budget,expenditure,client
P0910,,2023-10-12 20:26:27,2024-03-28 20:26:27,Charlie,David,Active,604385,,Client A
P0911,Blockchain Integration,2024-09-04 20:26:27,2022-02-23 20:26:27,David,,Cancelled,-100000,599907,Client D
P0912,Cloud Migration,2023-09-06 20:26:27,2023-08-02 20:26:27,Bob,David,Active,855898,597622,Client A
P0913,,2024-08-29 20:26:27,,Charlie,"Frank, Bob",pennding,363368,562578,Client B
P0914,Blockchain Integration,2023-03-17 20:26:27,2022-06-08 20:26:27,Frank,"David, Alice",Cancelled,385151,769737,Client C
P0915,Data Warehouse,2023-03-25 20:26:27,,Bob,"Alice, Charlie, Frank",pennding,759393,149051,Client B
P0916,IoT Automation,2024-04-04 20:26:27,2022-08-22 20:26:27,Bob,"Charlie, David",Active,982806,860342,Client B
P0917,App Development,2023-10-15 20:26:27,2023-09-10 20:26:27,Alice,Bob,Pending,692671,507735,Client E
P0918,Data Warehouse,2023-04-03 20:26:27,2024-08-14 20:26:27,Alice,,Active,200757,439470,Client C
P0919,Cloud Migration,2023-12-30 20:26:27,,Frank,,Pending,754960,627347,Client A
P0920,App Development,2024-08-06 20:26:27,,Alice,,pennding,356779,,Client B
P0921,App Development,2023-09-21 20:26:27,2023-01-10 20:26:27,,"Alice, David, Bob",Active,999464,378149,Client A
P0922,Data Warehouse,2023-05-23 20:26:27,2023-12-19 20:26:27,Frank,"Charlie, Frank",Cancelled,594281,536277,Client E
P0923,Cloud Migration,2023-07-17 20:26:27,2023-08-29 20:26:27,David,Frank,Cancelled,658352,543297,Client C
P0924,IoT Automation,2022-08-30 20:26:27,2024-02-19 20:26:27,Frank,,Completed,338632,774284,Client C
P0925,App Development,2023-04-06 20:26:27,2024-08-16 20:26:27,David,,Cancelled,-100000,,Client D
P0926,Data Warehouse,2024-01-08 20:26:27,2023-12-05 20:26:27,,"Frank, Eve",Completed,,96616,Client D
P0927,Data Warehouse,2022-06-28 20:26:27,,,"Bob, Charlie",Cancelled,,,Client B
P0928,IoT Automation,2023-01-21 20:26:27,2022-03-10 20:26:27,Bob,"Alice, Frank",Pending,243650,406169,Client D
P0929,Cloud Migration,2022-11-24 20:26:27,2022-07-18 20:26:27,Frank,"Eve, Alice, Frank",Pending,146008,552005,Client E
P0930,Data Warehouse,2023-02-03 20:26:27,2022-07-02 20:26:27,David,"Bob, Frank, David",Pending,532390,897559,Client A
P0931,Data Warehouse,2024-06-21 20:26:27,2023-09-15 20:26:27,David,Eve,Completed,874494,276437,Client B
P0932,Data Warehouse,2024-06-11 20:26:27,2022-08-26 20:26:27,Frank,"Frank, David",Cancelled,,,Client B
P0933,Blockchain Integration,2024-07-13 20:26:27,,Eve,Eve,pennding,675215,688222,Client D
P0934,AI Software,2023-09-13 20:26:27,,David,Bob,pennding,-100000,583222,Client C
P0935,IoT Automation,2023-10-04 20:26:27,2022-03-30 20:26:27,Eve,"Frank, Charlie, Eve",Active,324954,552888,Client C
P0936,Blockchain Integration,2022-07-30 20:26:27,2024-08-05 20:26:27,Bob,"Frank, Alice",Active,201561,892746,Client A
P0937,Data Warehouse,2023-11-08 20:26:27,2023-03-26 20:26:27,David,David,Pending,,397811,Client B
P0938,AI Software,2023-03-29 20:26:27,2023-04-17 20:26:27,Eve,"Alice, Bob, Charlie",Active,,376098,Client B
P0939,,2022-03-04 20:26:27,2024-05-18 20:26:27,David,Charlie,Active,226120,739288,Client D
P0940,App Development,2023-10-12 20:26:27,2022-09-14 20:26:27,Eve,,Active,774254,,Client D
P0941,IoT Automation,2022-09-08 20:26:27,,David,,Cancelled,571688,226288,Client A
P0942,Blockchain Integration,2024-05-26 20:26:27,2022-06-02 20:26:27,David,"Alice, Bob, David",Completed,198023,549931,Client D
P0943,Blockchain Integration,2024-03-31 20:26:27,2022-02-27 20:26:27,Charlie,,Completed,348207,106596,Client E
P0944,Blockchain Integration,2023-02-12 20:26:27,2023-07-14 20:26:27,Bob,"Bob, Frank",pennding,198052,274134,Client C
P0945,IoT Automation,2023-05-18 20:26:27,2024-07-27 20:26:27,Bob,,Completed,929527,612723,Client E
P0946,Cloud Migration,2023-09-05 20:26:27,2023-08-26 20:26:27,David,"Frank, Alice, David",Completed,882675,289744,Client A
P0947,Data Warehouse,2023-05-27 20:26:27,,Eve,"Eve, Charlie, Frank",Active,897872,213040,Client B
P0948,IoT Automation,2024-09-09 20:26:27,2024-01-03 20:26:27,Alice,"Frank, Charlie",Cancelled,599135,,Client C
P0949,,2024-09-04 20:26:27,,Eve,Bob,Active,667358,,Client C
P0950,App Development,2024-09-11 20:26:27,2023-06-01 20:26:27,David,,Pending,894114,,Client C
P0951,App Development,2024-06-02 20:26:27,2023-04-09 20:26:27,Frank,Frank,Active,106665,816658,Client E
P0952,Data Warehouse,2022-10-21 20:26:27,2024-04-04 20:26:27,Bob,,pennding,613329,835704,Client E
P0953,AI Software,2023-11-14 20:26:27,2023-01-04 20:26:27,,Frank,Cancelled,326868,834096,Client C
P0954,Blockchain Integration,2022-07-20 20:26:27,2023-06-07 20:26:27,Eve,Eve,Cancelled,446810,491933,Client A
P0955,Data Warehouse,2023-06-23 20:26:27,2022-12-03 20:26:27,Charlie,"Charlie, Eve, Frank",Cancelled,628168,427384,Client D
P0956,Blockchain Integration,2023-05-08 20:26:27,2023-09-03 20:26:27,David,"Eve, Charlie, Bob",Cancelled,703638,795055,Client A
P0957,Data Warehouse,2023-07-11 20:26:27,2024-03-10 20:26:27,Eve,"Charlie, Frank, Alice",Cancelled,547852,60703,Client B
P0958,Blockchain Integration,2024-05-21 20:26:27,2023-01-10 20:26:27,Eve,,Completed,474236,821457,Client A
P0959,,2023-02-08 20:26:27,2023-10-22 20:26:27,Charlie,"Bob, Charlie",Pending,683309,,Client A
P0960,AI Software,2022-04-20 20:26:27,,Alice,"Frank, Eve, Alice",Completed,128206,714843,Client E
P0961,IoT Automation,2023-05-12 20:26:27,2022-05-21 20:26:27,Alice,"David, Charlie, Bob",Active,757673,,Client A
P0962,,2024-05-30 20:26:27,2024-09-25 20:26:27,Eve,,Pending,799713,799096,Client C
P0963,Blockchain Integration,2023-11-20 20:26:27,,David,"Frank, David, Bob",Pending,280426,279656,Client E
P0964,Data Warehouse,2022-03-12 20:26:27,2023-06-21 20:26:27,Frank,"Frank, David, Charlie",Completed,345597,186927,Client E
P0965,AI Software,2023-02-01 20:26:27,2022-07-01 20:26:27,Charlie,,Cancelled,868019,572219,Client A
P0966,AI Software,2023-11-29 20:26:27,2024-06-03 20:26:27,,Bob,Pending,967463,183370,Client B
P0967,App Development,2024-05-07 20:26:27,,Eve,"Frank, Bob",Cancelled,239070,158250,Client D
P0968,Data Warehouse,2023-09-14 20:26:27,2024-03-18 20:26:27,David,Charlie,Active,164251,,Client E
P0969,IoT Automation,2023-01-28 20:26:27,2024-02-09 20:26:27,Frank,David,Completed,-100000,864582,Client D
P0970,Blockchain Integration,2022-09-24 20:26:27,,Alice,Alice,Pending,133020,577788,Client C
P0971,IoT Automation,2022-06-11 20:26:27,2023-01-31 20:26:27,Bob,"Bob, David",Cancelled,859233,,Client E
P0972,Cloud Migration,2023-12-19 20:26:27,2022-08-06 20:26:27,Frank,"Alice, Eve",Completed,757594,,Client E
P0973,AI Software,2023-02-21 20:26:27,2023-08-07 20:26:27,Frank,Eve,pennding,898063,,Client D
P0974,AI Software,2023-11-11 20:26:27,2023-04-13 20:26:27,Eve,,Pending,820119,765319,Client C
P0975,,2023-05-20 20:26:27,2022-06-26 20:26:27,Charlie,Alice,Active,821333,110231,Client D
P0976,Data Warehouse,2022-06-25 20:26:27,2024-01-01 20:26:27,David,"Alice, Bob, Eve",Pending,,881570,Client E
P0977,Cloud Migration,2023-05-18 20:26:27,,Eve,"Bob, Eve",Cancelled,596741,511342,Client D
P0978,Cloud Migration,2023-04-24 20:26:27,2023-01-20 20:26:27,Alice,,Active,279699,423145,Client E
P0979,Cloud Migration,2023-06-07 20:26:27,,Eve,Eve,Pending,658922,662957,Client D
P0980,,2022-10-26 20:26:27,2024-10-14 20:26:27,Eve,"Frank, Alice",Active,983852,,Client B
P0981,Blockchain Integration,2023-03-24 20:26:27,2024-11-19 20:26:27,Alice,"Eve, David",Active,213796,188432,Client B
P0982,AI Software,2023-12-19 20:26:27,2022-09-01 20:26:27,Bob,"Charlie, David",Active,,767002,Client D
P0983,Data Warehouse,2023-06-22 20:26:27,2023-02-25 20:26:27,David,Eve,Pending,176769,,Client D
P0984,Cloud Migration,2022-07-08 20:26:27,2022-05-23 20:26:27,Frank,"Eve, Alice, Frank",Active,213707,677273,Client A
P0985,AI Software,2024-10-03 20:26:27,2024-04-22 20:26:27,Frank,Eve,Completed,833675,,Client A
P0986,AI Software,2023-10-09 20:26:27,2023-08-10 20:26:27,Frank,"David, Bob, Alice",Active,379068,,Client E
P0987,Cloud Migration,2023-11-16 20:26:27,,Frank,Bob,Active,848392,127623,Client E
P0988,Cloud Migration,2022-12-01 20:26:27,2022-08-06 20:26:27,Alice,Charlie,Active,-100000,446487,Client C
P0989,AI Software,2024-06-30 20:26:27,2023-08-12 20:26:27,Frank,Frank,Pending,720424,92862,Client C
P0990,App Development,2023-08-21 20:26:27,2022-09-26 20:26:27,Frank,"Alice, David, Bob",Cancelled,714067,216850,Client D
P0991,IoT Automation,2023-03-03 20:26:27,2023-07-24 20:26:27,Eve,Alice,Pending,575062,606674,Client C
P0992,IoT Automation,2023-12-10 20:26:27,2023-11-13 20:26:27,Eve,"Charlie, Alice",Active,723136,873298,Client A
P0993,AI Software,2022-07-28 20:26:27,2024-07-26 20:26:27,Charlie,Charlie,Pending,-100000,,Client E
P0994,Blockchain Integration,2022-04-14 20:26:27,,Eve,Alice,Active,570872,827911,Client B
P0995,Blockchain Integration,2022-10-09 20:26:27,2024-11-17 20:26:27,Alice,David,Completed,740626,339308,Client D
P0996,App Development,2022-05-11 20:26:27,2022-07-24 20:26:27,Charlie,"Bob, David, Frank",Completed,566695,,Client E
P0997,Data Warehouse,2022-11-16 20:26:27,2022-08-23 20:26:27,Eve,"Charlie, Eve, Frank",Cancelled,-100000,220081,Client A
P0998,AI Software,2023-01-15 20:26:27,2023-06-04 20:26:27,Alice,Charlie,Completed,869040,135102,Client E
P0999,Blockchain Integration,2024-09-23 20:26:27,2024-08-03 20:26:27,David,"Charlie, Frank, Alice",Completed,976214,262886,Client A
P1000,AI Software,2023-02-17 20:26:27,,David,Frank,Pending,,490191,Client E
P1001,App Development,2023-06-23 20:26:27,,Eve,David,Active,493767,575428,Client A
P1002,Cloud Migration,2024-01-23 20:26:27,,David,,pennding,587449,,Client D
P1003,App Development,2022-12-19 20:26:27,2022-11-12 20:26:27,Eve,"Charlie, Bob, Alice",Pending,709644,,Client C
P1004,App Development,2022-08-11 20:26:27,2024-03-04 20:26:27,Frank,Bob,Completed,-100000,487973,Client E
P1005,App Development,2022-08-18 20:26:27,2024-05-11 20:26:27,Charlie,,Cancelled,156405,462359,Client E
P1006,Blockchain Integration,2023-03-08 20:26:27,,David,"David, Eve, Charlie",Completed,834285,839727,Client B
P1007,App Development,2023-03-09 20:26:27,2024-04-13 20:26:27,Charlie,"Bob, David, Eve",Completed,998813,92550,Client A
P1008,Cloud Migration,2024-03-01 20:26:27,2022-09-11 20:26:27,Charlie,"Eve, David, Bob",Cancelled,602605,784450,Client D
P1009,Cloud Migration,2022-10-13 20:26:27,,Charlie,"Frank, David, Bob",Active,781212,,Client C
P1010,Cloud Migration,2024-08-29 20:26:27,,Bob,Charlie,Active,873442,,Client A
P1011,,2023-03-03 20:26:27,2022-04-16 20:26:27,Alice,,Active,155398,462841,Client A
P1012,App Development,2023-06-17 20:26:27,2023-01-01 20:26:27,,Charlie,pennding,665209,,Client D
P1013,Cloud Migration,2024-04-29 20:26:27,2022-09-21 20:26:27,Eve,Alice,Pending,937752,350878,Client E
P1014,Data Warehouse,2023-05-03 20:26:27,2023-08-09 20:26:27,Frank,,pennding,153223,871268,Client E
P1015,App Development,2023-01-15 20:26:27,2022-03-16 20:26:27,Charlie,,Pending,736382,737894,Client B
P1016,,2022-10-13 20:26:27,2022-03-09 20:26:27,Frank,,Completed,177775,,Client D
P1017,AI Software,2023-01-25 20:26:27,2023-05-26 20:26:27,Eve,Frank,Completed,679104,460534,Client E
P1018,App Development,2022-08-19 20:26:27,,,"Frank, Bob, David",Active,,768125,Client B
P1019,IoT Automation,2022-06-12 20:26:27,2022-07-15 20:26:27,Alice,"David, Charlie, Alice",Cancelled,198080,857623,Client B
P1020,AI Software,2023-09-27 20:26:27,2022-04-18 20:26:27,Frank,"Eve, Alice, David",Completed,448206,285635,Client C
P1021,,2024-05-22 20:26:27,2022-04-21 20:26:27,David,Alice,Completed,968336,410489,Client B
P1022,IoT Automation,2022-07-02 20:26:27,2022-12-12 20:26:27,Eve,Alice,Pending,548497,,Client C
P1023,Blockchain Integration,2022-11-23 20:26:27,2022-11-02 20:26:27,Bob,Eve,Cancelled,978603,445238,Client E
P1024,,2024-02-15 20:26:27,2024-08-05 20:26:27,Eve,"Bob, Frank",Cancelled,941870,248991,Client C
P1025,IoT Automation,2024-09-18 20:26:27,2023-03-16 20:26:27,Alice,Frank,Cancelled,832719,227149,Client E
P1026,AI Software,2023-03-14 20:26:27,2023-12-26 20:26:27,Frank,"David, Frank",Active,643115,504914,Client D
P1027,Blockchain Integration,2022-02-23 20:26:27,2023-10-23 20:26:27,Charlie,"Frank, Alice",Active,563835,173177,Client C
P1028,Blockchain Integration,2022-11-03 20:26:27,2023-03-07 20:26:27,Frank,Alice,Pending,,,Client D
P1029,Blockchain Integration,2024-06-30 20:26:27,2022-10-01 20:26:27,Eve,Eve,Completed,673284,318148,Client A
P1030,App Development,2024-04-08 20:26:27,2023-10-09 20:26:27,Alice,"Bob, Alice, David",Pending,,480897,Client E
P1031,AI Software,2024-10-01 20:26:27,2022-03-02 20:26:27,Charlie,"David, Eve, Charlie",Completed,-100000,824734,Client B
P1032,Blockchain Integration,2023-07-27 20:26:27,2022-08-18 20:26:27,David,"Charlie, Bob, David",Completed,389733,736341,Client A
P1033,AI Software,2023-12-04 20:26:27,,Alice,"Alice, Eve",Cancelled,454084,386133,Client B
P1034,Cloud Migration,2023-08-19 20:26:27,2022-12-04 20:26:27,Bob,Frank,Completed,,208655,Client E
P1035,Cloud Migration,2024-05-18 20:26:27,2023-06-14 20:26:27,Eve,"Alice, Bob, David",Cancelled,917939,589688,Client E
P1036,IoT Automation,2023-08-25 20:26:27,2022-12-02 20:26:27,Alice,"Eve, Frank, Alice",Active,,717137,Client D
P1037,APP DEVELOPMENT,2022-11-13 20:26:27,2024-01-03 20:26:27,Charlie,,Pending,125383,91199,Client C
P1038,,2024-03-26 20:26:27,2022-04-07 20:26:27,Charlie,"David, Bob",Active,858214,566939,Client C
P1039,Data Warehouse,2023-08-27 20:26:27,2024-04-11 20:26:27,Bob,,Cancelled,-100000,672978,Client D
P1040,AI Software,2023-05-26 20:26:27,2023-02-19 20:26:27,Eve,"Bob, Charlie",Active,894357,,Client B
P1041,Blockchain Integration,2022-08-19 20:26:27,2022-12-17 20:26:27,Charlie,Charlie,Active,767984,,Client B
P1042,Data Warehouse,2023-02-02 20:26:27,2023-01-01 20:26:27,Charlie,"Alice, Bob",Pending,186646,477361,Client A
P1043,IoT Automation,2022-03-23 20:26:27,,Charlie,"Alice, Frank, Bob",Cancelled,604134,301765,Client B
P1044,Data Warehouse,2023-06-26 20:26:27,2022-02-25 20:26:27,,"Bob, Eve",Completed,203033,795763,Client A
P1045,IoT Automation,2022-05-11 20:26:27,2023-06-23 20:26:27,Frank,Bob,Pending,665215,,Client B
P1046,Cloud Migration,2022-06-05 20:26:27,2023-02-06 20:26:27,Alice,"Eve, Alice, David",Pending,160028,765861,Client B
P1047,AI Software,2022-09-28 20:26:27,2024-07-24 20:26:27,Eve,,Completed,884829,281319,Client D
P1048,IoT Automation,2022-10-07 20:26:27,2023-04-24 20:26:27,Bob,"Alice, Charlie",Cancelled,127096,405294,Client B
P1049,Blockchain Integration,2024-08-18 20:26:27,2023-04-15 20:26:27,Eve,"Eve, Bob",Completed,470500,190486,Client A
P1050,Data Warehouse,2022-10-29 20:26:27,,Frank,"Frank, Charlie",Pending,804830,345418,Client C
P1051,IoT Automation,2024-06-01 20:26:27,2022-10-16 20:26:27,Bob,"Frank, Alice, Charlie",Cancelled,628503,245726,Client C
P1052,App Development,2023-05-08 20:26:27,2023-05-23 20:26:27,Frank,"Eve, Alice, Bob",Cancelled,889084,749096,Client A
P1053,IoT Automation,2024-03-22 20:26:27,2022-07-06 20:26:27,,,Cancelled,267011,,Client B
P1054,,2023-03-26 20:26:27,2024-11-06 20:26:27,Charlie,,pennding,,285838,Client B
P1055,Cloud Migration,2023-11-23 20:26:27,2024-10-25 20:26:27,Bob,Frank,Active,729510,262134,Client A
P1056,AI Software,2022-12-12 20:26:27,2024-09-26 20:26:27,Charlie,"Alice, Bob, Eve",Cancelled,666245,86421,Client A
P1057,App Development,2023-06-19 20:26:27,2024-04-29 20:26:27,Frank,,Active,614996,302586,Client A
P1058,Blockchain Integration,2023-05-01 20:26:27,2022-09-07 20:26:27,Bob,Charlie,Cancelled,905292,,Client A
P1059,IoT Automation,2023-10-01 20:26:27,,David,"David, Alice, Frank",Active,,433615,Client E
P1060,Blockchain Integration,2023-12-04 20:26:27,2024-03-08 20:26:27,Bob,"Eve, Alice, Bob",Pending,900303,604698,Client E
P1061,Data Warehouse,2024-04-26 20:26:27,,Eve,"Alice, Frank",Cancelled,751852,79349,Client D
P1062,Blockchain Integration,2023-07-08 20:26:27,,Alice,"Eve, Alice",Cancelled,429372,803682,Client B
P1063,AI Software,2022-03-31 20:26:27,2024-04-25 20:26:27,Charlie,"Charlie, Bob",Pending,142344,539584,Client C
P1064,AI Software,2023-04-24 20:26:27,2024-10-17 20:26:27,Alice,Alice,Cancelled,590012,,Client D
P1065,,2023-11-05 20:26:27,2023-08-14 20:26:27,Bob,"Charlie, Alice",Pending,,641098,Client D
P1066,Data Warehouse,2023-04-10 20:26:27,,Eve,,Active,102931,573637,Client B
P1067,App Development,2023-10-24 20:26:27,2022-10-24 20:26:27,Bob,"Charlie, David",Active,357543,525562,Client E
P1068,IoT Automation,2022-11-28 20:26:27,2024-04-04 20:26:27,David,"Frank, Bob",Completed,767594,796697,Client A
P1069,App Development,2022-08-22 20:26:27,2023-04-25 20:26:27,David,"David, Alice, Charlie",Active,479025,886226,Client E
P1070,Data Warehouse,2022-05-16 20:26:27,2023-06-15 20:26:27,David,"David, Eve",Pending,388441,806805,Client A
P1071,,2022-10-13 20:26:27,2022-08-25 20:26:27,Bob,David,Completed,524865,716608,Client A
P1072,AI Software,2022-11-23 20:26:27,2022-12-11 20:26:27,Frank,"Charlie, Frank, Alice",Pending,228914,259052,Client E
P1073,Cloud Migration,2023-01-01 20:26:27,2022-04-16 20:26:27,David,,Active,256524,301583,Client E
P1074,IoT Automation,2022-07-21 20:26:27,2023-09-20 20:26:27,Frank,"Alice, Bob, Frank",pennding,636538,641729,Client E
P1075,Data Warehouse,2022-11-11 20:26:27,2022-02-24 20:26:27,Frank,Charlie,Active,437264,,Client E
P1076,IoT Automation,2024-01-24 20:26:27,2022-03-06 20:26:27,Bob,"David, Alice, Bob",pennding,151378,813503,Client A
P1077,Cloud Migration,2023-02-04 20:26:27,2024-11-06 20:26:27,Bob,"Frank, Alice",Cancelled,961487,577213,Client A
P1078,Data Warehouse,2023-06-13 20:26:27,,Eve,"Frank, Eve",Completed,704845,896088,Client C
P1079,App Development,2024-04-07 20:26:27,2022-09-12 20:26:27,Frank,"Alice, Frank",Pending,143907,,Client A
P1080,,2024-02-11 20:26:27,2023-08-24 20:26:27,Charlie,David,pennding,141288,343975,Client D
P1081,Cloud Migration,2024-01-09 20:26:27,2022-05-01 20:26:27,Alice,David,Cancelled,155613,235685,Client A
P1082,Cloud Migration,2023-03-29 20:26:27,2022-11-24 20:26:27,Frank,"Charlie, Eve",pennding,352067,437909,Client A
P1083,AI Software,2023-12-20 20:26:27,2022-10-08 20:26:27,Charlie,"Frank, David, Alice",Pending,997607,,Client E
P1084,App Development,2024-03-04 20:26:27,2022-10-25 20:26:27,Alice,Eve,Active,582369,58304,Client A
P1085,AI Software,2022-03-01 20:26:27,2022-09-17 20:26:27,Alice,"Bob, Frank",Completed,924729,698361,Client D
P1086,Cloud Migration,2023-12-21 20:26:27,2024-05-05 20:26:27,Bob,Eve,Active,909884,371230,Client E
P1087,IoT Automation,2022-08-23 20:26:27,2024-05-22 20:26:27,,Charlie,Cancelled,767151,408288,Client B
P1088,,2023-12-30 20:26:27,2024-09-04 20:26:27,David,"Bob, Alice",Completed,997744,468487,Client B
P1089,App Development,2022-10-30 20:26:27,,David,Frank,Completed,293741,388791,Client B
P1090,Data Warehouse,2024-03-22 20:26:27,,Charlie,,Pending,163660,439247,Client D
P1091,AI Software,2022-11-14 20:26:27,2023-10-30 20:26:27,David,,Active,149269,466363,Client B
P1092,,2022-10-30 20:26:27,,Frank,,Completed,510702,518382,Client D
P1093,Blockchain Integration,2023-06-08 20:26:27,2024-02-23 20:26:27,Eve,"Frank, David",Cancelled,654251,301164,Client E
P1094,IoT Automation,2023-12-01 20:26:27,,Bob,"Bob, Charlie, Frank",Completed,682791,,Client E
P1095,App Development,2023-06-17 20:26:27,2024-03-03 20:26:27,David,David,pennding,874379,339599,Client E
P1096,App Development,2023-10-29 20:26:27,,Frank,"Bob, Frank",Active,,435815,Client D
P1097,AI Software,2023-03-27 20:26:27,2022-04-05 20:26:27,Frank,,Cancelled,371226,,Client E
P1098,,2022-03-09 20:26:27,,David,Frank,Completed,775049,328601,Client A
P1099,Data Warehouse,2022-03-09 20:26:27,,David,"Eve, David, Alice",Active,596649,,Client D
P1100,App Development,2022-07-29 20:26:27,2024-09-28 20:26:27,Charlie,"Bob, Alice, Frank",Pending,361111,349803,Client A
P1101,,2022-10-13 20:26:27,2023-02-18 20:26:27,Bob,"Frank, Charlie, Alice",pennding,496453,,Client E
P1102,Blockchain Integration,2024-01-14 20:26:27,2023-01-12 20:26:27,Eve,"Bob, David",Completed,296800,327633,Client C
P1103,Cloud Migration,2023-12-31 20:26:27,2022-09-03 20:26:27,David,Frank,Pending,167282,661866,Client C
P1104,App Development,2024-06-18 20:26:27,2023-11-19 20:26:27,Alice,"Frank, Alice, David",Completed,353993,881141,Client E
P1105,IoT Automation,2023-03-13 20:26:27,,Charlie,Frank,Cancelled,168713,485637,Client A
P1106,Cloud Migration,2022-11-28 20:26:27,,David,"Alice, Frank, Bob",Completed,519517,365618,Client E
P1107,Data Warehouse,2023-04-13 20:26:27,2024-05-15 20:26:27,David,David,Pending,409488,373953,Client D
P1108,Blockchain Integration,2023-09-28 20:26:27,2022-09-06 20:26:27,Frank,Eve,Cancelled,647066,,Client D
P1109,App Development,2022-04-17 20:26:27,2023-09-21 20:26:27,Charlie,"Bob, Frank",Active,802016,,Client C
P1110,Cloud Migration,2023-09-12 20:26:27,2023-10-03 20:26:27,Eve,"Alice, Charlie, Eve",Completed,422433,280697,Client D
P1111,IoT Automation,2022-07-05 20:26:27,,Frank,,Completed,266296,530140,Client B
P1112,Cloud Migration,2023-11-02 20:26:27,2024-04-15 20:26:27,Alice,"Alice, David, Eve",Completed,,,Client A
P1113,AI Software,2022-08-21 20:26:27,,Alice,"Charlie, Eve",pennding,893226,81444,Client A
P1114,Cloud Migration,2022-07-20 20:26:27,2024-04-10 20:26:27,Eve,,Cancelled,486144,769594,Client A
P1115,Data Warehouse,2024-05-24 20:26:27,2023-02-25 20:26:27,Frank,"Bob, Eve",pennding,986088,569760,Client E
P1116,,2023-12-28 20:26:27,2023-04-25 20:26:27,Charlie,"David, Frank, Charlie",Completed,324263,423573,Client E
P1117,Data Warehouse,2024-09-07 20:26:27,2023-01-25 20:26:27,David,,Pending,916101,198990,Client E
P1118,Data Warehouse,2023-12-31 20:26:27,,Eve,Alice,Cancelled,584405,133257,Client C
P1119,IoT Automation,2022-10-20 20:26:27,2023-08-21 20:26:27,Frank,Alice,Active,961968,625650,Client B
P1120,AI Software,2024-08-01 20:26:27,2023-02-01 20:26:27,Charlie,"David, Alice, Frank",Cancelled,762314,634037,Client B
P1121,Blockchain Integration,2023-11-01 20:26:27,2023-02-22 20:26:27,Charlie,"Eve, Alice, David",Cancelled,471904,,Client D
P1122,Data Warehouse,2022-03-19 20:26:27,2024-10-10 20:26:27,Charlie,Frank,Cancelled,491816,739901,Client A
P1123,Cloud Migration,2023-07-26 20:26:27,2023-12-27 20:26:27,,"Bob, Frank",pennding,144374,234778,Client A
P1124,IoT Automation,2022-12-19 20:26:27,2022-08-27 20:26:27,Alice,"David, Alice, Bob",Completed,926968,580040,Client B
P1125,Cloud Migration,2024-02-01 20:26:27,2023-10-21 20:26:27,Charlie,Charlie,Cancelled,808576,,Client D
P1126,Data Warehouse,2022-09-16 20:26:27,2022-11-09 20:26:27,Frank,"David, Frank",Pending,669868,763321,Client A
P1127,IoT Automation,2023-06-18 20:26:27,2022-05-01 20:26:27,Eve,,Active,408106,761681,Client A
P1128,Cloud Migration,2024-03-15 20:26:27,2022-09-23 20:26:27,David,Eve,pennding,864670,,Client E
P1129,App Development,2024-03-28 20:26:27,2022-08-20 20:26:27,David,"Charlie, Frank, David",Active,,724041,Client A
P1130,AI Software,2022-06-26 20:26:27,2023-07-10 20:26:27,Frank,David,Cancelled,-100000,729587,Client C
P1131,Cloud Migration,2023-04-18 20:26:27,,Frank,,Completed,531165,,Client A
P1132,AI Software,2024-01-17 20:26:27,2024-05-06 20:26:27,Bob,,Completed,404716,,Client E
P1133,Data Warehouse,2022-03-10 20:26:27,2024-08-27 20:26:27,Frank,"Frank, Eve, Charlie",Active,954297,885329,Client E
P1134,,2023-03-25 20:26:27,2024-06-01 20:26:27,Frank,"David, Bob, Frank",Active,123584,,Client C
P1135,Data Warehouse,2022-11-08 20:26:27,2022-09-20 20:26:27,Eve,"David, Alice, Frank",Active,866278,283375,Client C
P1136,AI Software,2024-01-16 20:26:27,2024-11-12 20:26:27,Bob,"David, Bob, Frank",Completed,353171,535280,Client C
P1137,Cloud Migration,2024-06-02 20:26:27,2024-04-18 20:26:27,Eve,,Cancelled,625304,655347,Client E
P1138,App Development,2024-07-01 20:26:27,2022-09-19 20:26:27,Charlie,,Active,970753,765095,Client B
P1139,AI Software,2023-01-29 20:26:27,2022-12-19 20:26:27,Frank,"Alice, Eve, David",Completed,447656,247447,Client E
P1140,IoT Automation,2022-09-23 20:26:27,,Frank,,Pending,240775,53570,Client C
P1141,App Development,2023-02-28 20:26:27,2022-07-25 20:26:27,Bob,Alice,Completed,972156,114954,Client B
P1142,Cloud Migration,2024-02-18 20:26:27,2022-02-24 20:26:27,Charlie,,Pending,806402,98906,Client A
P1143,Cloud Migration,2024-02-15 20:26:27,2023-09-01 20:26:27,Eve,"Eve, Bob, Alice",Cancelled,139364,709868,Client B
P1144,,2024-08-30 20:26:27,2022-04-02 20:26:27,Alice,"Alice, Eve, David",Pending,770125,209908,Client C
P1145,Blockchain Integration,2022-12-05 20:26:27,,Frank,,Pending,,613095,Client A
P1146,,2022-04-08 20:26:27,2024-10-26 20:26:27,Alice,"Frank, Charlie",Pending,350417,,Client A
P1147,Data Warehouse,2023-04-26 20:26:27,2023-12-16 20:26:27,Alice,"Bob, Charlie, Frank",Pending,326632,435338,Client C
P1148,App Development,2024-03-03 20:26:27,,,Frank,Active,902209,,Client B
P1149,Cloud Migration,2023-01-06 20:26:27,,David,"Charlie, Alice",Active,303768,,Client C
P1150,IoT Automation,2024-02-25 20:26:27,,Alice,Frank,Cancelled,370235,,Client B
